,method,T,num_crossings0,num_crossings1,edge_cross_reduction,edge_cross_angle_reduction,aspect_ratio_reduction,num_nodes,num_edges
210,relax_one,0.0,57,55,2,-1.1796960984034186,9.734149291917849e-05,44,80
211,relax_one,0.0,6,6,0,0.0,0.0,12,21
212,relax_one,0.0,2,2,0,42.15913628345388,-0.0181760816329957,37,43
213,relax_one,0.0,6,6,0,0.0,0.0,41,52
214,relax_one,0.0,0,0,0,0.0,0.0,90,89
215,relax_one,0.0,0,0,0,0.0,0.0,22,21
216,relax_one,0.0,1,1,0,-4.213527745425694,0.0417394626549948,37,43
217,relax_one,0.0,0,0,0,0.0,0.0,47,47
218,relax_one,0.0,4,4,0,0.0,0.0,12,20
219,relax_one,0.0,114,114,0,0.0,0.0,84,124
220,relax_one,0.0,0,0,0,0.0,0.0,88,92
221,relax_one,0.0,380,377,3,-0.3714807714610657,-0.0025427242202904,59,122
222,relax_one,0.0,4,4,0,0.0,0.0,26,31
223,relax_one,0.0,0,0,0,0.0,0.0,28,27
224,relax_one,0.0,6,6,0,0.0,0.0,18,26
225,relax_one,0.0,1,1,0,0.0,0.0,23,26
226,relax_one,0.0,0,0,0,0.0,0.0,43,43
227,relax_one,0.0,2,2,0,0.0,0.0,22,26
228,relax_one,0.0,0,0,0,0.0,0.0,15,14
229,relax_one,0.0,10,17,-7,3.5874123628873704,0.0856058777554238,36,48
230,relax_one,0.0,6,6,0,2.8016025522275783,-0.3535412006642752,30,37
231,relax_one,0.0,1,1,0,0.0,0.0,10,13
232,relax_one,0.0,0,0,0,0.0,0.0,12,11
233,relax_one,0.0,168,167,1,-0.7965879277094672,0.0475430066924907,55,105
234,relax_one,0.0,1,1,0,17.12164821735773,0.0578261695456346,13,17
235,relax_one,0.0,0,0,0,0.0,0.0,30,29
236,relax_one,0.0,3,3,0,0.0,0.0,36,43
237,relax_one,0.0,36,36,0,0.0,0.0,40,60
238,relax_one,0.0,0,0,0,0.0,0.0,13,17
239,relax_one,0.0,6,7,-1,-5.27235869178908,0.0082826452568239,23,30
240,relax_one,0.0,0,0,0,0.0,0.0,12,16
241,relax_one,0.0,0,0,0,0.0,0.0,26,26
242,relax_one,0.0,0,0,0,0.0,0.0,22,31
243,relax_one,0.0,0,0,0,0.0,0.0,68,68
244,relax_one,0.0,0,0,0,0.0,0.0,23,22
245,relax_one,0.0,0,0,0,0.0,-0.0348129737608335,43,42
246,relax_one,0.0,0,0,0,0.0,0.0,18,17
247,relax_one,0.0,3,3,0,0.0,0.0,28,42
248,relax_one,0.0,45,45,0,0.1036479088850654,-0.0041754562964496,21,44
249,relax_one,0.0,0,0,0,0.0,0.0,36,37
250,relax_one,0.0,0,0,0,0.0,0.0,15,14
251,relax_one,0.0,1,1,0,0.0,0.0,14,16
252,relax_one,0.0,197,204,-7,3.484436282689749,0.1757315340586914,61,119
253,relax_one,0.0,0,0,0,0.0,0.0,19,20
254,relax_one,0.0,0,0,0,0.0,0.0,22,22
255,relax_one,0.0,0,0,0,0.0,0.0,54,58
256,relax_one,0.0,651,651,0,0.0,0.0,65,135
257,relax_one,0.0,1,1,0,0.0,0.0,16,18
258,relax_one,0.0,7,7,0,0.0,0.0,17,27
259,relax_one,0.0,22,4,18,-19.06910671434205,0.1469333863626725,54,71
260,relax_one,0.0,0,2,-2,-59.99819093035041,-0.0131455917893484,23,22
261,relax_one,0.0,1,0,1,76.88395716132196,-0.1491322016956315,13,16
262,relax_one,0.0,155,146,9,-2.3741667241416664,-0.001397205031107,85,131
263,relax_one,0.0,44,44,0,0.0,0.0,28,55
264,relax_one,0.0,4,4,0,0.0,0.0,18,24
265,relax_one,0.0,0,0,0,0.0,0.0,19,22
266,relax_one,0.0,0,0,0,0.0,0.0,47,46
267,relax_one,0.0,21,19,2,-6.356920988253222,0.0143956759658575,39,64
268,relax_one,0.0,0,0,0,0.0,0.0,17,18
269,relax_one,0.0,1,1,0,0.0,0.0,23,24
